kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_smass
7135852,K00875.01,CANDIDATE,CANDIDATE,1.0,4.220965778,2.8297916837618136,2257.9254243688674,3.716033845433439,3837.0,4.747,0.717,0.72
7287995,K00877.01,CONFIRMED,CANDIDATE,1.0,5.95489993,2.3015494699367105,1416.257004614896,2.598247115089766,4261.0,4.641,0.633,0.647
7287995,K00877.02,CONFIRMED,CANDIDATE,1.0,12.03987488,2.6394834501215354,1254.4386788504446,2.4453111972832495,4261.0,4.641,0.633,0.647
7287995,K00877.03,CONFIRMED,CANDIDATE,0.997,20.83762895,2.265018206679596,439.9812359512367,1.4481931736276987,4261.0,4.641,0.633,0.647
7303253,K00878.01,CONFIRMED,CANDIDATE,1.0,23.58917143,4.136142022819825,1185.9978919794844,2.8997794459997497,4919.0,4.566,0.772,0.784
7366258,K00880.01,CONFIRMED,CANDIDATE,1.0,26.44439337,3.826908116993244,1847.4823841493348,4.045820932643906,5427.0,4.463,0.863,0.93
7366258,K00880.02,CONFIRMED,CANDIDATE,0.981,51.53997972,6.055875830102182,3648.361958071722,5.685458100988569,5427.0,4.463,0.863,0.93
7366258,K00880.03,CONFIRMED,CANDIDATE,1.0,5.902245782,2.827755846916036,703.9946862211766,2.4974752586913658,5427.0,4.463,0.863,0.93
7373451,K00881.01,CONFIRMED,CANDIDATE,1.0,21.02250608,3.956698249996391,1774.2913853836528,3.431932852753783,5067.0,4.585,0.747,0.769
7373451,K00881.02,CONFIRMED,CANDIDATE,1.0,226.8904775,6.7957132691661775,3129.1895370045286,4.557663368960724,5067.0,4.585,0.747,0.769
7434875,K00884.01,CONFIRMED,CANDIDATE,1.0,9.439459486,2.7610162100288838,3045.7441730936675,4.845608245720434,5097.0,4.597,0.805,0.789
7434875,K00884.02,CONFIRMED,FALSE POSITIVE,,20.47748843,2.713948437892337,1384.4677454833975,3.2669539272563655,5097.0,4.597,0.805,0.789
