,Planet,Per,E_Per,e_Per,Rp/Rstar,E_Rp/Rstar,e_Rp/Rstar,T,E_T,e_T,Rp,E_Rp,e_Rp,Tmax-c,E_Tmax-c,e_Tmax-c,a,E_a,e_a,S,E_S,e_S,Samp,KOI,Teff,e_Teff,FeH,e_FeH,Rstar,E_Rstar,e_Rstar,Mstar-iso,E_Mstar-iso,e_Mstar-iso,Rstar-iso,E_Rstar-iso,e_Rstar-iso,age-iso,E_age-iso,e_age-iso
72,K00137.03,3.50469125,3.09e-06,-3.09e-06,1.609,0.062,-0.062, 1.9212,0.0221,-0.0221,1.61,0.09,-0.09,2.8481,0.0643,-0.0643,0.0461,0.0005,-0.0005,306.6742,25.6915,-25.6915,1,137,5440,100,0.28,0.06,0.91,0.04,-0.04,0.97,0.03,-0.04,0.91,0.02,-0.01, 3.0, 3.3,-2.0
73,K00139.01,224.7789355,0.0002569,-0.0002569,5.676,0.065,-0.065,10.0108,0.0279,-0.0279,6.82,0.27,-0.27,12.912,0.3085,-0.3085,0.7545,0.0083,-0.0083,2.3476,0.198,-0.198,1,139,5928,100,0.23,0.06,1.10,0.04,-0.04,1.12,0.03,-0.04,1.10,0.02,-0.02, 1.9, 1.6,-1.2
74,K00139.02,3.34179949,4.95e-06,-4.95e-06,1.224,0.034,-0.034, 2.8643,0.0354,-0.0354,1.48,0.07,-0.07,3.2198,0.0769,-0.0769,0.0469,0.0005,-0.0005,607.1332,51.2042,-51.2042,1,139,5928,100,0.23,0.06,1.10,0.04,-0.04,1.12,0.03,-0.04,1.10,0.02,-0.02, 1.9, 1.6,-1.2
75,K00144.01,4.17625419,1.8e-06,-1.8e-06,3.323,0.119,-0.119, 3.4099,0.0207,-0.0207,2.91,0.13,-0.13,2.7446,0.1072,-0.1072,0.0481,0.0006,-0.0006,113.6963,16.2575,-16.2575,1,144,4733,110,0.14,0.09,0.79,0.02,-0.02,0.77,0.03,-0.03,0.77,0.03,-0.03,11.0, 5.9,-6.8
76,K00148.01,4.77800306,3.38e-06,-3.38e-06,1.957,0.046,-0.046, 2.6702,0.0178,-0.0178,1.8,0.09,-0.09,2.99,0.0697,-0.0697,0.0551,0.0006,-0.0006,153.0637,13.4342,-13.4342,1,148,5206,100,0.24,0.06,0.84,0.04,-0.03,0.90,0.03,-0.03,0.84,0.02,-0.01, 3.8, 4.3,-2.6
77,K00148.02,9.67395849,5.46e-06,-5.46e-06,2.77,0.052,-0.052, 3.1553,0.0138,-0.0138,2.55,0.12,-0.12,3.7737,0.088,-0.088,0.0878,0.001,-0.001,60.3226,5.2944,-5.2944,1,148,5206,100,0.24,0.06,0.84,0.04,-0.03,0.90,0.03,-0.03,0.84,0.02,-0.01, 3.8, 4.3,-2.6
78,K00148.03,42.89645024,9.431e-05,-9.431e-05,2.125,0.064,-0.064, 5.5041,0.0508,-0.0508,1.96,0.1,-0.1,6.169,0.1438,-0.1438,0.2348,0.0027,-0.0027,8.4466,0.7413,-0.7413,1,148,5206,100,0.24,0.06,0.84,0.04,-0.03,0.90,0.03,-0.03,0.84,0.02,-0.01, 3.8, 4.3,-2.6
79,K00149.01,14.55730897,1.395e-05,-1.395e-05,2.821,0.033,-0.033, 7.4439,0.0222,-0.0222,5.77,0.24,-0.24,8.7472,0.223,-0.223,0.124,0.0013,-0.0013,212.994,20.2046,-20.2046,1,149,5719,100,0.04,0.06,1.87,0.08,-0.07,1.13,0.04,-0.04,1.85,0.04,-0.04, 6.5, 0.7,-0.7
80,K00150.01,8.40887814,6.13e-06,-6.13e-06,2.585,0.043,-0.043, 3.3880,0.0158,-0.0158,2.55,0.11,-0.11,3.9937,0.1178,-0.1178,0.0768,0.001,-0.001,116.3214,9.9187,-9.9187,1,150,5567,100,-0.39,0.06,0.90,0.04,-0.04,0.79,0.03,-0.03,0.89,0.02,-0.02,12.9, 3.7,-3.6
81,K00150.02,28.5742692,4.06e-05,-4.06e-05,2.635,0.062,-0.062, 4.7710,0.0321,-0.0321,2.61,0.12,-0.12,5.9797,0.1764,-0.1764,0.1721,0.0023,-0.0023,23.1434,1.9734,-1.9734,1,150,5567,100,-0.39,0.06,0.90,0.04,-0.04,0.79,0.03,-0.03,0.89,0.02,-0.02,12.9, 3.7,-3.6
82,K00152.01,52.09081627,4.206e-05,-4.206e-05,4.944,0.02,-0.02, 8.1164,0.0184,-0.0184,7.1,0.28,-0.28,9.0421,0.2293,-0.2293,0.2992,0.0025,-0.0025,28.8157,2.7072,-2.7072,1,152,6428,100,0.07,0.06,1.31,0.05,-0.05,1.27,0.03,-0.03,1.30,0.03,-0.03, 1.2, 0.6,-0.6
83,K00152.02,27.40229859,5.136e-05,-5.136e-05,2.525,0.036,-0.036, 6.5972,0.0417,-0.0417,3.63,0.15,-0.15,7.3149,0.1855,-0.1855,0.1958,0.0016,-0.0016,67.2782,6.3208,-6.3208,1,152,6428,100,0.07,0.06,1.31,0.05,-0.05,1.27,0.03,-0.03,1.30,0.03,-0.03, 1.2, 0.6,-0.6
84,K00152.03,13.48457668,2.3e-05,-2.3e-05,2.362,0.045,-0.045, 4.8577,0.0342,-0.0342,3.4,0.15,-0.15,5.7888,0.1468,-0.1468,0.1226,0.001,-0.001,171.5411,16.1162,-16.1162,1,152,6428,100,0.07,0.06,1.31,0.05,-0.05,1.27,0.03,-0.03,1.30,0.03,-0.03, 1.2, 0.6,-0.6
85,K00152.04,81.0637895,0.0004077,-0.0004077,2.025,0.085,-0.085, 2.8998,0.1173,-0.1173,2.91,0.17,-0.17,10.4629,0.2653,-0.2653,0.4006,0.0033,-0.0033,16.0732,1.5101,-1.5101,0,152,6428,100,0.07,0.06,1.31,0.05,-0.05,1.27,0.03,-0.03,1.30,0.03,-0.03, 1.2, 0.6,-0.6
86,K00153.01,8.92507952,5.99e-06,-5.99e-06,2.802,0.094,-0.094, 2.5208,0.0189,-0.0189,2.33,0.11,-0.11,3.4335,0.1184,-0.1184,0.0786,0.001,-0.001,36.8501,5.1388,-5.1388,1,153,4647,110,0.12,0.09,0.76,0.02,-0.02,0.75,0.03,-0.03,0.74,0.03,-0.03,10.2, 6.3,-6.6
87,K00153.02,4.75400072,2.85e-06,-2.85e-06,2.455,0.092,-0.092, 2.4263,0.0186,-0.0186,2.04,0.1,-0.1,2.7891,0.0962,-0.0962,0.0519,0.0007,-0.0007,84.6307,11.802,-11.802,1,153,4647,110,0.12,0.09,0.76,0.02,-0.02,0.75,0.03,-0.03,0.74,0.03,-0.03,10.2, 6.3,-6.6
88,K00155.01,5.66066943,3.71e-06,-3.71e-06,2.488,0.048,-0.048, 4.4516,0.0185,-0.0185,4.39,0.2,-0.2,5.7992,0.1618,-0.1618,0.0633,0.0007,-0.0007,589.3245,55.0034,-55.0034,1,155,5682,100,-0.17,0.06,1.61,0.07,-0.06,0.97,0.04,-0.03,1.59,0.04,-0.04, 9.8, 1.2,-1.2
89,K00156.02,5.18856368,6.37e-06,-6.37e-06,1.72,0.05,-0.05, 2.3064,0.0281,-0.0281,1.37,0.06,-0.06,2.7932,0.0854,-0.0854,0.0543,0.0007,-0.0007,63.377,8.8008,-8.8008,1,156,4511,110,0.11,0.09,0.72,0.02,-0.02,0.73,0.03,-0.03,0.71,0.02,-0.02,10.1, 6.4,-6.6
90,K00156.03,11.77613232,6.96e-06,-6.96e-06,3.43,0.081,-0.081, 2.7502,0.0145,-0.0145,2.73,0.11,-0.11,3.6607,0.1119,-0.1119,0.0932,0.0012,-0.0012,21.4818,2.9831,-2.9831,1,156,4511,110,0.11,0.09,0.72,0.02,-0.02,0.73,0.03,-0.03,0.71,0.02,-0.02,10.1, 6.4,-6.6
91,K00157.01,13.02493307,1.263e-05,-1.263e-05,2.542,0.054,-0.054, 4.4186,0.0232,-0.0232,3.02,0.13,-0.13,5.0993,0.152,-0.152,0.1111,0.0016,-0.0016,93.1604,7.6962,-7.6962,1,157,5780,100,0.06,0.06,1.08,0.04,-0.04,1.01,0.04,-0.04,1.07,0.02,-0.02, 5.4, 2.5,-2.2
92,K00157.02,22.687155,2.645e-05,-2.645e-05,2.828,0.051,-0.051, 5.2845,0.0260,-0.0260,3.36,0.14,-0.14,6.1241,0.1826,-0.1826,0.1602,0.0023,-0.0023,44.7822,3.6996,-3.6996,1,157,5780,100,0.06,0.06,1.08,0.04,-0.04,1.01,0.04,-0.04,1.07,0.02,-0.02, 5.4, 2.5,-2.2
93,K00157.03,31.99552485,3.109e-05,-3.109e-05,3.392,0.092,-0.092, 3.9857,0.0231,-0.0231,4.03,0.19,-0.19,6.8599,0.2045,-0.2045,0.201,0.0029,-0.0029,28.4457,2.35,-2.35,0,157,5780,100,0.06,0.06,1.08,0.04,-0.04,1.01,0.04,-0.04,1.07,0.02,-0.02, 5.4, 2.5,-2.2
94,K00157.04,46.6856205,0.000112,-0.000112,2.22,0.056,-0.056, 6.1530,0.0537,-0.0537,2.63,0.12,-0.12,7.7708,0.2317,-0.2317,0.2579,0.0037,-0.0037,17.2748,1.4271,-1.4271,1,157,5780,100,0.06,0.06,1.08,0.04,-0.04,1.01,0.04,-0.04,1.07,0.02,-0.02, 5.4, 2.5,-2.2
95,K00157.05,118.3786735,0.0003167,-0.0003167,3.001,0.049,-0.049, 9.1364,0.0542,-0.0542,3.55,0.15,-0.15,10.5637,0.3149,-0.3149,0.4767,0.0068,-0.0068,5.0584,0.4179,-0.4179,1,157,5780,100,0.06,0.06,1.08,0.04,-0.04,1.01,0.04,-0.04,1.07,0.02,-0.02, 5.4, 2.5,-2.2
96,K00157.06,10.30401132,1.835e-05,-1.835e-05,1.625,0.042,-0.042, 4.1251,0.0385,-0.0385,1.93,0.09,-0.09,4.7199,0.1407,-0.1407,0.0952,0.0014,-0.0014,126.9307,10.4861,-10.4861,1,157,5780,100,0.06,0.06,1.08,0.04,-0.04,1.01,0.04,-0.04,1.07,0.02,-0.02, 5.4, 2.5,-2.2
97,K00159.01,8.99088621,1.135e-05,-1.135e-05,1.985,0.039,-0.039, 4.0108,0.0295,-0.0295,2.45,0.1,-0.1,4.5865,0.127,-0.127,0.0889,0.0011,-0.0011,189.2752,15.6035,-15.6035,1,159,6055,100,-0.01,0.06,1.12,0.04,-0.04,1.08,0.04,-0.04,1.12,0.02,-0.02, 2.9, 1.7,-1.4
98,K00159.02,2.4036407,7.54e-06,-7.54e-06,0.806,0.041,-0.041, 1.3176,0.0875,-0.0875,0.99,0.06,-0.06,2.9677,0.0822,-0.0822,0.0372,0.0005,-0.0005,1079.8542,89.0215,-89.0215,1,159,6055,100,-0.01,0.06,1.12,0.04,-0.04,1.08,0.04,-0.04,1.12,0.02,-0.02, 2.9, 1.7,-1.4
99,K00161.01,3.10550784,1.15e-06,-1.15e-06,2.729,0.099,-0.099, 1.6262,0.0115,-0.0115,2.39,0.11,-0.11,2.5083,0.1017,-0.1017,0.0397,0.0005,-0.0005,177.2444,25.4559,-25.4559,1,161,4778,110,0.15,0.09,0.80,0.02,-0.02,0.78,0.03,-0.03,0.77,0.03,-0.03,10.6, 6.1,-6.7
100,K00166.01,12.49340725,1.236e-05,-1.236e-05,2.418,0.077,-0.077, 2.1839,0.0254,-0.0254,2.01,0.11,-0.11,3.932,0.1993,-0.1993,0.0987,0.0013,-0.0013,37.9189,5.4747,-5.4747,0,166,5175,100,-0.22,0.06,0.76,0.03,-0.03,0.77,0.03,-0.03,0.76,0.04,-0.03, 8.5, 6.5,-5.6
101,K00167.01,4.919585,4.56e-06,-4.56e-06,1.906,0.035,-0.035, 4.0726,0.0226,-0.0226,2.96,0.13,-0.13,4.534,0.0937,-0.0937,0.0622,0.0006,-0.0006,677.9161,57.5567,-57.5567,1,167,6209,100,0.04,0.06,1.42,0.06,-0.05,1.22,0.04,-0.04,1.40,0.03,-0.02, 2.9, 0.8,-0.6
102,K00168.01,10.74241765,1.62e-05,-1.62e-05,1.859,0.022,-0.022, 5.8802,0.0321,-0.0321,3.06,0.13,-0.13,6.6233,0.1915,-0.1915,0.0978,0.0013,-0.0013,234.0828,20.6589,-20.6589,1,168,5796,100,-0.12,0.06,1.50,0.06,-0.06,1.01,0.04,-0.04,1.49,0.03,-0.03, 8.6, 1.4,-1.4
103,K00168.02,15.27443889,3.961e-05,-3.961e-05,1.319,0.041,-0.041, 5.9091,0.0554,-0.0554,2.17,0.11,-0.11,7.4391,0.215,-0.215,0.1233,0.0016,-0.0016,147.0923,12.9816,-12.9816,1,168,5796,100,-0.12,0.06,1.50,0.06,-0.06,1.01,0.04,-0.04,1.49,0.03,-0.03, 8.6, 1.4,-1.4
104,K00168.03,7.10695741,1.74e-05,-1.74e-05,1.052,0.032,-0.032, 5.0218,0.0526,-0.0526,1.73,0.09,-0.09,5.7792,0.1671,-0.1671,0.0744,0.001,-0.001,403.8329,35.6401,-35.6401,1,168,5796,100,-0.12,0.06,1.50,0.06,-0.06,1.01,0.04,-0.04,1.49,0.03,-0.03, 8.6, 1.4,-1.4
105,K00171.01,5.96872405,6.04e-06,-6.04e-06,2.091,0.046,-0.046, 3.5445,0.0236,-0.0236,3.18,0.14,-0.14,4.7502,0.1446,-0.1446,0.071,0.0006,-0.0006,511.5481,50.4601,-50.4601,1,171,6237,100,0.1,0.06,1.39,0.06,-0.05,1.23,0.04,-0.03,1.38,0.03,-0.04, 2.6, 0.7,-0.8
106,K00171.02,13.07141889,4.048e-05,-4.048e-05,1.468,0.047,-0.047, 2.9727,0.0690,-0.0690,2.23,0.11,-0.11,6.1526,0.1873,-0.1873,0.119,0.0011,-0.0011,181.7624,17.9294,-17.9294,0,171,6237,100,0.1,0.06,1.39,0.06,-0.05,1.23,0.04,-0.03,1.38,0.03,-0.04, 2.6, 0.7,-0.8
107,K00172.01,13.7223682,1.822e-05,-1.822e-05,2.188,0.054,-0.054, 4.9637,0.0310,-0.0310,2.88,0.14,-0.14,6.0011,0.1814,-0.1814,0.1099,0.0015,-0.0015,108.1582,9.6765,-9.6765,1,172,5673,100,-0.21,0.06,1.20,0.05,-0.05,0.88,0.04,-0.03,1.19,0.03,-0.03,12.7, 2.4,-2.3
108,K00173.01,10.06083238,1.495e-05,-1.495e-05,1.972,0.07,-0.07, 4.3672,0.0368,-0.0368,2.69,0.15,-0.15,5.4398,0.1716,-0.1716,0.0922,0.0013,-0.0013,163.9549,15.0205,-15.0205,1,173,5670,100,-0.0,0.06,1.24,0.05,-0.05,0.96,0.04,-0.04,1.23,0.03,-0.03,10.2, 2.2,-2.2
109,K00176.01,30.22910274,7.356e-05,-7.356e-05,1.955,0.056,-0.056, 6.2809,0.0527,-0.0527,2.84,0.13,-0.13,7.8549,0.1944,-0.1944,0.2039,0.0022,-0.0022,63.9398,5.3933,-5.3933,1,176,6423,100,-0.19,0.06,1.32,0.05,-0.05,1.18,0.04,-0.04,1.32,0.03,-0.03, 2.5, 0.8,-0.7
110,K00179.01,20.74028645,2.965e-05,-2.965e-05,2.955,0.044,-0.044, 9.8541,0.0333,-0.0333,7.06,0.33,-0.33,10.4948,0.3336,-0.3336,0.1717,0.0018,-0.0018,200.1869,21.5799,-21.5799,1,179,6134,100,0.23,0.06,2.18,0.10,-0.10,1.49,0.04,-0.06,2.16,0.07,-0.07, 2.3, 0.4,-0.3
111,K00180.01,10.04556377,1.571e-05,-1.571e-05,2.378,0.081,-0.081, 3.1073,0.0377,-0.0377,2.31,0.12,-0.12,3.964,0.0787,-0.0787,0.0918,0.0009,-0.0009,85.48,7.0963,-7.0963,1,180,5642,100,0.05,0.06,0.89,0.04,-0.03,0.95,0.02,-0.03,0.89,0.01,-0.01, 2.2, 2.5,-1.5
112,K00189.01,30.36044536,4.6e-06,-4.6e-06,13.152,0.034,-0.034, 5.1779,0.0038,-0.0038,11.12,0.35,-0.35,5.2407,0.1973,-0.1973,0.1779,0.0023,-0.0023,8.2794,1.1616,-1.1616,1,189,4748,110,0.13,0.09,0.77,0.02,-0.02,0.77,0.03,-0.03,0.76,0.03,-0.03, 9.9, 6.4,-6.4
113,K00197.01,17.27629668,2.39e-06,-2.39e-06,9.062,0.013,-0.013, 3.5970,0.0032,-0.0032,7.39,0.32,-0.32,4.355,0.1719,-0.1719,0.1235,0.0015,-0.0015,20.6714,2.6725,-2.6725,1,197,4950,100,0.04,0.06,0.75,0.03,-0.03,0.79,0.03,-0.03,0.77,0.03,-0.03, 7.0, 6.9,-4.9
114,K00201.01,4.22538454,2.7e-07,-2.7e-07,7.816,0.007,-0.007, 2.6055,0.0015,-0.0015,8.42,0.34,-0.34,3.1982,0.0737,-0.0737,0.0535,0.0006,-0.0006,294.4842,25.2784,-25.2784,1,201,5572,100,0.4,0.06,0.99,0.04,-0.04,1.04,0.03,-0.04,0.99,0.02,-0.02, 2.4, 2.5,-1.6
115,K00222.01,6.31250853,5.26e-06,-5.26e-06,3.235,0.081,-0.081, 2.6497,0.0206,-0.0206,2.53,0.1,-0.1,2.9331,0.0841,-0.0841,0.0612,0.0007,-0.0007,43.5532,4.4737,-4.4737,1,222,4416,70,0.09,0.09,0.71,0.02,-0.02,0.70,0.03,-0.03,0.69,0.02,-0.02,10.7, 6.2,-6.8
116,K00222.02,12.7945474,2.615e-05,-2.615e-05,2.584,0.087,-0.087, 3.3210,0.0477,-0.0477,2.02,0.09,-0.09,3.7032,0.1062,-0.1062,0.0976,0.0012,-0.0012,17.1401,1.7606,-1.7606,1,222,4416,70,0.09,0.09,0.71,0.02,-0.02,0.70,0.03,-0.03,0.69,0.02,-0.02,10.7, 6.2,-6.8
117,K00237.01,8.5083331,9.7e-06,-9.7e-06,2.333,0.077,-0.077, 3.3575,0.0295,-0.0295,2.86,0.15,-0.15,4.4597,0.1377,-0.1377,0.0858,0.0011,-0.0011,163.6123,14.687,-14.687,1,237,5764,100,0.26,0.06,1.11,0.05,-0.04,1.08,0.04,-0.04,1.10,0.03,-0.03, 3.7, 2.3,-1.8
118,K00238.01,17.23232894,3.566e-05,-3.566e-05,2.09,0.051,-0.051, 4.4050,0.0431,-0.0431,3.03,0.15,-0.15,6.6626,0.2267,-0.2267,0.1379,0.0018,-0.0018,115.5118,12.0989,-12.0989,1,238,6131,100,-0.1,0.06,1.32,0.06,-0.06,1.11,0.04,-0.05,1.32,0.05,-0.04, 4.3, 1.4,-1.1
119,K00238.02,26.6951944,0.0002607,-0.0002607,1.068,0.057,-0.057, 4.4616,0.2033,-0.2033,1.54,0.11,-0.11,7.6979,0.262,-0.262,0.1841,0.0024,-0.0024,64.8199,6.7894,-6.7894,0,238,6131,100,-0.1,0.06,1.32,0.06,-0.06,1.11,0.04,-0.05,1.32,0.05,-0.04, 4.3, 1.4,-1.1
120,K00238.03,362.97828,0.01599,-0.01599,1.486,0.08,-0.08,14.2316,0.7580,-0.7580,2.15,0.15,-0.15,18.2142,0.6199,-0.6199,1.0306,0.0136,-0.0136,2.068,0.2166,-0.2166,1,238,6131,100,-0.1,0.06,1.32,0.06,-0.06,1.11,0.04,-0.05,1.32,0.05,-0.04, 4.3, 1.4,-1.1
121,K00241.01,13.82142084,2.223e-05,-2.223e-05,2.504,0.091,-0.091, 3.4677,0.0382,-0.0382,2.06,0.12,-0.12,3.8265,0.1371,-0.1371,0.1017,0.0012,-0.0012,24.4919,3.0992,-3.0992,1,241,4939,100,-0.44,0.06,0.75,0.03,-0.03,0.68,0.03,-0.02,0.69,0.02,-0.02,12.5, 5.1,-6.9
122,K00241.02,30.9505927,0.0002187,-0.0002187,1.578,0.102,-0.102, 4.4138,0.1878,-0.1878,1.29,0.1,-0.1,4.9927,0.1788,-0.1788,0.1731,0.002,-0.002,8.4502,1.0693,-1.0693,1,241,4939,100,-0.44,0.06,0.75,0.03,-0.03,0.68,0.03,-0.02,0.69,0.02,-0.02,12.5, 5.1,-6.9
123,K00241.03,3.41045981,1.361e-05,-1.361e-05,1.067,0.074,-0.074, 2.3577,0.1020,-0.1020,0.87,0.07,-0.07,2.4113,0.0864,-0.0864,0.0404,0.0005,-0.0005,155.3242,19.655,-19.655,1,241,4939,100,-0.44,0.06,0.75,0.03,-0.03,0.68,0.03,-0.02,0.69,0.02,-0.02,12.5, 5.1,-6.9
124,K00244.01,12.72037026,2.28e-06,-2.28e-06,3.226,0.113,-0.113, 2.5056,0.0085,-0.0085,4.73,0.23,-0.23,5.9048,0.1581,-0.1581,0.1154,0.0011,-0.0011,183.4325,15.4489,-15.4489,0,244,6280,100,-0.03,0.06,1.33,0.05,-0.05,1.19,0.03,-0.04,1.32,0.03,-0.03, 2.7, 0.8,-0.8
125,K00244.02,6.23853544,2.33e-06,-2.33e-06,1.848,0.02,-0.02, 3.4393,0.0090,-0.0090,2.69,0.1,-0.1,4.6677,0.125,-0.125,0.0721,0.0007,-0.0007,469.7934,39.5666,-39.5666,1,244,6280,100,-0.03,0.06,1.33,0.05,-0.05,1.19,0.03,-0.04,1.32,0.03,-0.03, 2.7, 0.8,-0.8
126,K00245.01,39.79220077,3.007e-05,-3.007e-05,2.247,0.04,-0.04, 4.3333,0.0173,-0.0173,1.93,0.08,-0.08,5.8315,0.1624,-0.1624,0.215,0.003,-0.003,9.9005,0.8064,-0.8064,1,245,5373,100,-0.26,0.06,0.78,0.03,-0.03,0.80,0.03,-0.04,0.78,0.01,-0.01, 6.3, 5.0,-3.7
127,K00245.02,21.30181863,7.799e-05,-7.799e-05,0.856,0.035,-0.035, 3.8478,0.0849,-0.0849,0.74,0.04,-0.04,4.7449,0.1321,-0.1321,0.1424,0.002,-0.002,22.5881,1.8398,-1.8398,1,245,5373,100,-0.26,0.06,0.78,0.03,-0.03,0.80,0.03,-0.04,0.78,0.01,-0.01, 6.3, 5.0,-3.7
128,K00246.01,5.39875286,1.95e-06,-1.95e-06,1.703,0.049,-0.049, 3.3486,0.0143,-0.0143,2.34,0.11,-0.11,4.3504,0.1201,-0.1201,0.0631,0.0009,-0.0009,388.5106,31.091,-31.091,1,246,5778,100,0.13,0.06,1.25,0.05,-0.05,1.05,0.04,-0.04,1.24,0.02,-0.02, 6.7, 2.0,-1.8
129,K00246.02,9.60505976,3.459e-05,-3.459e-05,0.684,0.024,-0.024, 2.9416,0.0758,-0.0758,0.94,0.05,-0.05,5.2614,0.1453,-0.1453,0.0922,0.0013,-0.0013,181.606,14.5332,-14.5332,0,246,5778,100,0.13,0.06,1.25,0.05,-0.05,1.05,0.04,-0.04,1.24,0.02,-0.02, 6.7, 2.0,-1.8
130,K00247.01,13.81504449,2.515e-05,-2.515e-05,2.939,0.205,-0.205, 2.0596,0.0468,-0.0468,1.88,0.14,-0.14,3.4001,0.0597,-0.0597,0.0955,0.0007,-0.0007,7.0844,0.767,-0.767,1,247,3840,70,0.05,0.09,0.58,0.02,-0.02,0.57,0.01,-0.01,0.58,0.01,-0.01,11.6, 5.6,-7.0
131,K00248.01,7.20385586,5.92e-06,-5.92e-06,3.846,0.052,-0.052, 2.4417,0.0188,-0.0188,2.6,0.09,-0.09,2.8211,0.066,-0.066,0.0632,0.0005,-0.0005,21.0376,2.442,-2.442,1,248,4011,70,-0.16,0.09,0.62,0.02,-0.02,0.60,0.01,-0.01,0.60,0.02,-0.02,12.8, 4.9,-7.1
132,K00248.02,10.91274065,1.465e-05,-1.465e-05,3.427,0.106,-0.106, 2.0376,0.0313,-0.0313,2.32,0.1,-0.1,3.2355,0.0757,-0.0757,0.0831,0.0006,-0.0006,12.1593,1.4114,-1.4114,1,248,4011,70,-0.16,0.09,0.62,0.02,-0.02,0.60,0.01,-0.01,0.60,0.02,-0.02,12.8, 4.9,-7.1
133,K00248.03,2.57657102,1.95e-06,-1.95e-06,2.676,0.041,-0.041, 1.5603,0.0173,-0.0173,1.81,0.06,-0.06,2.0094,0.047,-0.047,0.032,0.0002,-0.0002,81.7347,9.4877,-9.4877,1,248,4011,70,-0.16,0.09,0.62,0.02,-0.02,0.60,0.01,-0.01,0.60,0.02,-0.02,12.8, 4.9,-7.1
134,K00248.04,18.59611518,4.871e-05,-4.871e-05,2.631,0.081,-0.081, 2.2354,0.0560,-0.0560,1.77,0.08,-0.08,3.8578,0.0903,-0.0903,0.1181,0.0009,-0.0009,6.0165,0.6984,-0.6984,0,248,4011,70,-0.16,0.09,0.62,0.02,-0.02,0.60,0.01,-0.01,0.60,0.02,-0.02,12.8, 4.9,-7.1
135,K00249.01,9.54927709,5.29e-06,-5.29e-06,3.92,0.075,-0.075, 1.5288,0.0142,-0.0142,1.77,0.07,-0.07,2.4106,0.0359,-0.0359,0.0667,0.0006,-0.0006,5.116,0.5603,-0.5603,1,249,3506,70,-0.32,0.09,0.41,0.01,-0.01,0.40,0.01,-0.01,0.41,0.01,-0.01,11.8, 5.5,-6.9
136,K00250.01,12.28299829,8e-06,-8e-06,4.845,0.05,-0.05, 2.5792,0.0145,-0.0145,3.19,0.11,-0.11,3.3074,0.0978,-0.0978,0.0893,0.0007,-0.0007,10.4659,1.3019,-1.3019,1,250,4055,70,-0.17,0.09,0.60,0.02,-0.02,0.59,0.01,-0.02,0.59,0.02,-0.02,11.6, 5.7,-7.1
137,K00250.02,17.25121397,1.814e-05,-1.814e-05,4.172,0.12,-0.12, 1.8481,0.0270,-0.0270,2.75,0.12,-0.12,3.6997,0.1094,-0.1094,0.1118,0.0009,-0.0009,6.6843,0.8315,-0.8315,0,250,4055,70,-0.17,0.09,0.60,0.02,-0.02,0.59,0.01,-0.02,0.59,0.02,-0.02,11.6, 5.7,-7.1
138,K00250.03,3.5439197,4.49e-06,-4.49e-06,2.08,0.04,-0.04, 1.7959,0.0296,-0.0296,1.37,0.05,-0.05,2.1945,0.0649,-0.0649,0.0393,0.0003,-0.0003,53.9933,6.7165,-6.7165,1,250,4055,70,-0.17,0.09,0.60,0.02,-0.02,0.59,0.01,-0.02,0.59,0.02,-0.02,11.6, 5.7,-7.1
139,K00250.04,46.82767725,9.794e-05,-9.794e-05,3.624,0.116,-0.116, 1.8186,0.0512,-0.0512,2.38,0.11,-0.11,5.1437,0.1521,-0.1521,0.2161,0.0017,-0.0017,1.7889,0.2225,-0.2225,0,250,4055,70,-0.17,0.09,0.60,0.02,-0.02,0.59,0.01,-0.02,0.59,0.02,-0.02,11.6, 5.7,-7.1
140,K00251.01,4.16438451,2.16e-06,-2.16e-06,4.423,0.107,-0.107, 1.7253,0.0130,-0.0130,2.64,0.1,-0.1,2.1859,0.0373,-0.0373,0.0424,0.0003,-0.0003,29.7772,3.2072,-3.2072,1,251,3788,70,-0.03,0.09,0.54,0.02,-0.02,0.53,0.01,-0.01,0.54,0.01,-0.01,11.6, 5.7,-7.0
141,K00251.02,5.77440326,3.059e-05,-3.059e-05,1.439,0.086,-0.086, 1.7102,0.1267,-0.1267,0.85,0.06,-0.06,2.4349,0.0415,-0.0415,0.0526,0.0004,-0.0004,19.342,2.0833,-2.0833,1,251,3788,70,-0.03,0.09,0.54,0.02,-0.02,0.53,0.01,-0.01,0.54,0.01,-0.01,11.6, 5.7,-7.0
142,K00252.01,17.60461401,2.499e-05,-2.499e-05,4.373,0.154,-0.154, 3.3755,0.0327,-0.0327,3.01,0.14,-0.14,3.8544,0.0735,-0.0735,0.1141,0.0008,-0.0008,5.9347,0.6543,-0.6543,1,252,3889,70,0.1,0.09,0.63,0.02,-0.02,0.60,0.01,-0.01,0.61,0.02,-0.02,12.3, 5.2,-7.0
143,K00253.01,6.38315913,6.4e-06,-6.4e-06,4.373,0.147,-0.147, 1.6756,0.0256,-0.0256,3.18,0.15,-0.15,2.908,0.0511,-0.0511,0.0595,0.0003,-0.0003,29.2026,3.0396,-3.0396,0,253,4033,70,0.38,0.09,0.66,0.02,-0.02,0.63,0.01,-0.01,0.66,0.01,-0.02, 9.4, 6.8,-6.3
