,Planet,Per,E_Per,e_Per,Rp/Rstar,E_Rp/Rstar,e_Rp/Rstar,T,E_T,e_T,Rp,E_Rp,e_Rp,Tmax-c,E_Tmax-c,e_Tmax-c,a,E_a,e_a,S,E_S,e_S,Samp,KOI,Teff,e_Teff,FeH,e_FeH,Rstar,E_Rstar,e_Rstar,Mstar-iso,E_Mstar-iso,e_Mstar-iso,Rstar-iso,E_Rstar-iso,e_Rstar-iso,age-iso,E_age-iso,e_age-iso
1070,K03111.01,10.76800074,8.253e-05,-8.253e-05,0.745,0.037,-0.037, 3.4189,0.1764,-0.1764,0.89,0.05,-0.05,4.7978,0.1359,-0.1359,0.0984,0.0014,-0.0014,135.1242,10.6882,-10.6882,1,3111,5950,100,-0.06,0.06,1.09,0.04,-0.04,1.02,0.04,-0.04,1.08,0.02,-0.02, 4.2, 2.1,-1.8
1071,K03114.01,7.49133777,8.235e-05,-8.235e-05,0.547,0.03,-0.03, 6.1021,0.2426,-0.2426,1.45,0.1,-0.1,8.1963,0.2211,-0.2211,0.0891,0.001,-0.001,952.8562,88.0985,-88.0985,1,3114,6183,100,0.2,0.06,2.43,0.10,-0.10,1.56,0.04,-0.07,2.40,0.06,-0.06, 2.0, 0.4,-0.2
1072,K03122.01,8.05337912,9.396e-05,-9.396e-05,0.572,0.029,-0.029, 5.4076,0.2400,-0.2400,1.43,0.09,-0.09,8.0205,0.2076,-0.2076,0.0929,0.0009,-0.0009,786.094,74.0441,-74.0441,1,3122,6177,100,0.23,0.06,2.29,0.09,-0.09,1.53,0.04,-0.05,2.28,0.06,-0.06, 2.1, 0.4,-0.2
1073,K03125.01,4.45342418,3.85e-05,-3.85e-05,0.633,0.031,-0.031, 3.6152,0.1843,-0.1843,0.95,0.06,-0.06,4.314,0.0953,-0.0953,0.0577,0.0006,-0.0006,789.8038,65.8279,-65.8279,1,3125,6293,100,-0.11,0.06,1.38,0.05,-0.05,1.18,0.03,-0.05,1.37,0.03,-0.03, 3.0, 1.0,-0.6
1074,K03128.01,21.2360024,0.0002028,-0.0002028,0.943,0.053,-0.053, 4.0078,0.2870,-0.2870,2.13,0.15,-0.15,10.622,0.3037,-0.3037,0.1641,0.0014,-0.0014,189.6802,19.0427,-19.0427,0,3128,6079,100,-0.1,0.06,2.07,0.09,-0.08,1.24,0.03,-0.03,2.04,0.05,-0.05, 4.0, 0.4,-0.4
1075,K03130.01,14.8638496,0.0001155,-0.0001155,1.306,3.461,-3.461,       ,      ,       ,0.95,2.5,-2.5,3.749,0.1155,-0.1155,0.1057,0.0012,-0.0012,19.4633,2.3045,-2.3045,0,3130,4880,100,-0.46,0.06,0.67,0.03,-0.03,0.67,0.03,-0.02,0.65,0.02,-0.02, 9.5, 6.7,-6.2
1076,K03130.02,5.65245733,3.205e-05,-3.205e-05,1.013,0.069,-0.069, 1.9015,0.1492,-0.1492,0.74,0.06,-0.06,2.7249,0.0839,-0.0839,0.0558,0.0006,-0.0006,69.739,8.2572,-8.2572,1,3130,4880,100,-0.46,0.06,0.67,0.03,-0.03,0.67,0.03,-0.02,0.65,0.02,-0.02, 9.5, 6.7,-6.2
1077,K03136.01,2.39161966,1.199e-05,-1.199e-05,1.251,0.079,-0.079, 1.8623,0.1266,-0.1266,1.02,0.08,-0.08,2.1578,0.0816,-0.0816,0.0322,0.0004,-0.0004,235.6768,31.4326,-31.4326,1,3136,4863,100,-0.29,0.06,0.75,0.04,-0.04,0.70,0.03,-0.02,0.70,0.03,-0.02,11.7, 5.6,-7.0
1078,K03145.01,4.53702121,2.498e-05,-2.498e-05,2.046,0.113,-0.113, 1.7051,0.1226,-0.1226,1.5,0.1,-0.1,2.4505,0.0705,-0.0705,0.0473,0.0005,-0.0005,62.7832,9.2076,-9.2076,1,3145,4501,110,-0.44,0.09,0.67,0.03,-0.03,0.63,0.02,-0.02,0.62,0.02,-0.02,12.2, 5.3,-7.0
1079,K03145.02,0.97731149,4.63e-06,-4.63e-06,1.437,0.095,-0.095, 1.3564,0.1232,-0.1232,1.06,0.08,-0.08,1.4765,0.0425,-0.0425,0.0172,0.0002,-0.0002,476.3624,69.8621,-69.8621,1,3145,4501,110,-0.44,0.09,0.67,0.03,-0.03,0.63,0.02,-0.02,0.62,0.02,-0.02,12.2, 5.3,-7.0
1080,K03146.01,39.859505,0.001265,-0.001265,1.137,0.106,-0.106, 7.9590,0.6860,-0.6860,1.92,0.19,-0.19,10.035,0.3463,-0.3463,0.2412,0.0045,-0.0045,37.5804,3.3144,-3.3144,1,3146,5693,100,0.23,0.06,1.54,0.07,-0.07,1.13,0.08,-0.05,1.52,0.04,-0.04, 6.7, 1.7,-1.8
1081,K03158.01,3.60011712,1.624e-05,-1.624e-05,0.647,0.031,-0.031, 2.3355,0.1127,-0.1127,0.59,0.04,-0.04,2.7585,0.0415,-0.0415,0.0425,0.0003,-0.0003,194.3978,18.6192,-18.6192,1,3158,5002,100,-0.43,0.06,0.83,0.04,-0.03,0.72,0.02,-0.01,0.79,0.01,-0.01,17.6, 1.5,-2.8
1082,K03158.02,4.54586982,1.253e-05,-1.253e-05,0.8,0.035,-0.035, 1.7300,0.0711,-0.0711,0.73,0.04,-0.04,2.9792,0.0448,-0.0448,0.0496,0.0003,-0.0003,142.8811,13.685,-13.685,0,3158,5002,100,-0.43,0.06,0.83,0.04,-0.03,0.72,0.02,-0.01,0.79,0.01,-0.01,17.6, 1.5,-2.8
1083,K03158.03,6.18943952,2.185e-05,-2.185e-05,0.833,0.036,-0.036, 2.2835,0.0860,-0.0860,0.75,0.05,-0.05,3.2987,0.0497,-0.0497,0.0608,0.0004,-0.0004,95.0713,9.1058,-9.1058,1,3158,5002,100,-0.43,0.06,0.83,0.04,-0.03,0.72,0.02,-0.01,0.79,0.01,-0.01,17.6, 1.5,-2.8
1084,K03158.04,7.74347801,3.085e-05,-3.085e-05,0.804,0.035,-0.035, 2.7462,0.0896,-0.0896,0.73,0.04,-0.04,3.5517,0.0535,-0.0535,0.0705,0.0005,-0.0005,70.7349,6.7749,-6.7749,1,3158,5002,100,-0.43,0.06,0.83,0.04,-0.03,0.72,0.02,-0.01,0.79,0.01,-0.01,17.6, 1.5,-2.8
1085,K03158.05,9.74048508,2.348e-05,-2.348e-05,1.01,0.047,-0.047, 1.6208,0.0627,-0.0627,0.91,0.06,-0.06,3.8311,0.0577,-0.0577,0.082,0.0005,-0.0005,52.252,5.0046,-5.0046,0,3158,5002,100,-0.43,0.06,0.83,0.04,-0.03,0.72,0.02,-0.01,0.79,0.01,-0.01,17.6, 1.5,-2.8
1086,K03165.01,4.11754421,2.626e-05,-2.626e-05,0.546,0.023,-0.023, 4.2078,0.1403,-0.1403,1.09,0.06,-0.06,5.4587,0.1458,-0.1458,0.0558,0.0009,-0.0009,1446.2658,96.48,-96.48,1,3165,6255,100,-0.18,0.06,1.83,0.07,-0.06,1.26,0.04,-0.08,1.81,0.03,-0.03, 3.3, 1.1,-0.5
1087,K03190.01,8.95294046,8.727e-05,-8.727e-05,0.614,0.036,-0.036, 2.9340,0.2311,-0.2311,0.79,0.06,-0.06,4.9007,0.1394,-0.1394,0.0866,0.0012,-0.0012,212.9302,17.1678,-17.1678,0,3190,6019,100,-0.18,0.06,1.17,0.05,-0.04,1.00,0.04,-0.04,1.17,0.02,-0.02, 5.9, 1.8,-1.7
1088,K03196.01,4.96061094,2.81e-05,-2.81e-05,0.418,0.024,-0.024, 2.8308,0.1412,-0.1412,0.58,0.04,-0.04,4.1751,0.1022,-0.1022,0.061,0.0007,-0.0007,532.5602,42.1535,-42.1535,1,3196,6120,100,0.0,0.06,1.26,0.05,-0.04,1.13,0.04,-0.04,1.26,0.02,-0.02, 3.5, 1.3,-1.0
1089,K03196.02,6.88297756,4.964e-05,-4.964e-05,0.526,0.032,-0.032, 1.8348,0.1824,-0.1824,0.72,0.05,-0.05,4.6516,0.1139,-0.1139,0.0757,0.0009,-0.0009,345.6291,27.3574,-27.3574,0,3196,6120,100,0.0,0.06,1.26,0.05,-0.04,1.13,0.04,-0.04,1.26,0.02,-0.02, 3.5, 1.3,-1.0
1090,K03197.01,22.599501,0.001566,-0.001566,1.202,0.12,-0.12,19.2237,6.8885,-6.8885,1.43,0.15,-0.15,6.033,0.1468,-0.1468,0.1643,0.0018,-0.0018,58.1076,4.8044,-4.8044,1,3197,6202,100,-0.08,0.06,1.09,0.04,-0.04,1.10,0.03,-0.04,1.09,0.02,-0.02, 1.6, 1.3,-1.0
1091,K03203.01,96.81647,0.0008937,-0.0008937,1.199,0.052,-0.052, 9.9102,0.1856,-0.1856,2.21,0.13,-0.13,14.0979,0.3589,-0.3589,0.4555,0.0027,-0.0027,22.2756,2.1875,-2.1875,1,3203,6550,100,-0.14,0.06,1.68,0.07,-0.06,1.31,0.02,-0.02,1.68,0.04,-0.04, 2.3, 0.3,-0.2
1092,K03209.01,11.91256675,8.508e-05,-8.508e-05,1.031,0.043,-0.043, 5.9907,0.1511,-0.1511,2.5,0.14,-0.14,8.8457,0.2299,-0.2299,0.1197,0.0011,-0.0011,511.8636,46.477,-46.477,0,3209,6408,100,0.09,0.06,2.21,0.09,-0.08,1.51,0.04,-0.05,2.20,0.05,-0.05, 1.9, 0.3,-0.2
1093,K03220.01,81.4160138,0.0004882,-0.0004882,2.609,0.192,-0.192,11.7694,0.1391,-0.1391,4.81,0.4,-0.4,12.9643,0.3206,-0.3206,0.4117,0.0029,-0.0029,24.1171,2.3598,-2.3598,1,3220,6396,100,0.15,0.06,1.66,0.06,-0.06,1.37,0.03,-0.03,1.65,0.04,-0.04, 2.1, 0.3,-0.3
1094,K03224.01,3.43861067,1.861e-05,-1.861e-05,0.637,0.056,-0.056, 1.1517,0.1823,-0.1823,0.57,0.05,-0.05,2.6267,0.0491,-0.0491,0.0442,0.0004,-0.0004,256.4006,21.8304,-21.8304,0,3224,5367,100,0.07,0.06,0.81,0.03,-0.03,0.89,0.02,-0.03,0.82,0.01,-0.01, 2.4, 3.0,-1.7
1095,K03232.01,6.05919881,3.212e-05,-3.212e-05,1.167,0.079,-0.079, 1.2537,0.1431,-0.1431,1.19,0.09,-0.09,3.4893,0.0715,-0.0715,0.0667,0.0007,-0.0007,197.0402,15.5375,-15.5375,0,3232,5768,100,0.05,0.06,0.94,0.04,-0.03,0.99,0.03,-0.04,0.94,0.02,-0.01, 2.1, 2.3,-1.4
1096,K03237.01,33.4203001,0.0006669,-0.0006669,1.905,0.161,-0.161, 4.8539,0.5683,-0.5683,2.07,0.19,-0.19,6.386,0.1161,-0.1161,0.2108,0.0019,-0.0019,23.8119,1.9376,-1.9376,1,3237,5851,100,0.2,0.06,1.00,0.04,-0.04,1.07,0.03,-0.03,1.00,0.02,-0.02, 1.4, 1.6,-0.9
1097,K03245.01,10.60052083,8.867e-05,-8.867e-05,0.725,0.035,-0.035, 4.3334,0.1897,-0.1897,1.05,0.07,-0.07,5.6795,0.1567,-0.1567,0.0999,0.0013,-0.0013,218.7091,18.7738,-18.7738,1,3245,6115,100,-0.1,0.06,1.33,0.05,-0.05,1.10,0.04,-0.05,1.32,0.03,-0.03, 4.5, 1.4,-1.1
1098,K03246.01,0.68996787,1.28e-06,-1.28e-06,1.007,0.052,-0.052, 1.1538,0.0544,-0.0544,0.78,0.05,-0.05,1.4502,0.0455,-0.0455,0.0145,0.0002,-0.0002,1078.289,143.9986,-143.9986,1,3246,4680,110,0.14,0.09,0.71,0.02,-0.02,0.75,0.03,-0.03,0.73,0.03,-0.02, 7.1, 7.1,-5.0
1099,K03248.01,6.91261536,5.175e-05,-5.175e-05,0.54,0.033,-0.033, 2.2876,0.2166,-0.2166,0.66,0.05,-0.05,4.3228,0.1267,-0.1267,0.072,0.001,-0.001,227.5469,18.8602,-18.8602,0,3248,5735,100,-0.02,0.06,1.11,0.04,-0.04,0.96,0.04,-0.04,1.10,0.02,-0.02, 8.1, 2.5,-2.4
1100,K03266.01,54.5091549,0.0005671,-0.0005671,2.256,0.13,-0.13, 4.2139,0.2415,-0.2415,1.76,0.12,-0.12,5.9603,0.1672,-0.1672,0.2538,0.003,-0.003,2.4326,0.2497,-0.2497,1,3266,4377,70,0.12,0.09,0.71,0.03,-0.03,0.70,0.03,-0.03,0.69,0.02,-0.02,10.8, 6.1,-6.8
1101,K03277.01,42.9136635,0.0003306,-0.0003306,1.171,0.052,-0.052, 5.0972,0.1605,-0.1605,2.66,0.16,-0.16,13.4508,0.3602,-0.3602,0.2618,0.0024,-0.0024,71.5813,6.8849,-6.8849,0,3277,5997,100,-0.02,0.06,2.08,0.09,-0.08,1.25,0.03,-0.04,2.06,0.05,-0.05, 4.1, 0.4,-0.4
1102,K03282.01,49.2768448,0.0003357,-0.0003357,3.081,0.151,-0.151, 3.6163,0.1614,-0.1614,1.93,0.11,-0.11,5.0623,0.1029,-0.1029,0.22,0.0018,-0.0018,1.3868,0.1552,-0.1552,1,3282,3929,70,-0.23,0.09,0.57,0.02,-0.02,0.56,0.01,-0.01,0.56,0.02,-0.02,12.8, 4.9,-7.1
1103,K03283.02,20.5718107,0.0002175,-0.0002175,1.76,0.116,-0.116, 3.2958,0.2645,-0.2645,1.32,0.1,-0.1,4.368,0.1477,-0.1477,0.1347,0.0019,-0.0019,12.2954,1.7129,-1.7129,1,3283,4734,110,-0.03,0.09,0.69,0.03,-0.03,0.72,0.03,-0.03,0.70,0.03,-0.03, 7.4, 7.1,-5.2
1104,K03287.01,51.1104797,0.0004344,-0.0004344,1.69,0.07,-0.07, 7.4284,0.1997,-0.1997,2.29,0.13,-0.13,9.1783,0.2781,-0.2781,0.2731,0.0038,-0.0038,21.7729,1.9141,-1.9141,1,3287,5891,100,-0.1,0.06,1.24,0.05,-0.05,1.00,0.04,-0.04,1.23,0.03,-0.03, 7.3, 2.0,-1.7
1105,K03288.01,47.9869119,0.0002568,-0.0002568,2.685,0.125,-0.125, 4.7455,0.1351,-0.1351,2.34,0.15,-0.15,6.2091,0.1022,-0.1022,0.2522,0.0019,-0.0019,8.1794,0.7384,-0.7384,1,3288,5440,100,0.08,0.06,0.80,0.03,-0.03,0.89,0.02,-0.02,0.81,0.01,-0.01, 1.5, 2.1,-1.1
1106,K03296.01,62.869463,0.001024,-0.001024,1.669,0.113,-0.113, 5.5504,0.3469,-0.3469,1.43,0.11,-0.11,6.6356,0.2406,-0.2406,0.2863,0.0036,-0.0036,2.9437,0.4161,-0.4161,1,3296,4673,110,0.13,0.09,0.78,0.02,-0.02,0.76,0.03,-0.03,0.75,0.03,-0.03,11.2, 5.8,-6.9
1107,K03298.01,29.9632816,0.0001998,-0.0001998,2.698,0.151,-0.151, 2.3366,0.1288,-0.1288,1.95,0.13,-0.13,4.4762,0.1332,-0.1332,0.1629,0.0018,-0.0018,3.9099,0.4654,-0.4654,0,3298,4234,70,-0.37,0.09,0.66,0.03,-0.03,0.61,0.02,-0.02,0.60,0.02,-0.02,13.4, 4.6,-7.1
1108,K03301.01,20.7106368,0.0002187,-0.0002187,1.101,0.076,-0.076, 2.5254,0.2681,-0.2681,2.18,0.18,-0.18,9.2156,0.3777,-0.3777,0.1607,0.0032,-0.0032,120.9352,11.3037,-11.3037,0,3301,5755,100,0.27,0.06,1.82,0.09,-0.08,1.22,0.10,-0.05,1.78,0.06,-0.05, 5.2, 1.0,-1.7
1109,K03303.01,29.3493852,0.0001755,-0.0001755,2.33,0.126,-0.126, 4.0626,0.1435,-0.1435,1.76,0.13,-0.13,4.8417,0.1678,-0.1678,0.1685,0.002,-0.002,8.2276,1.0493,-1.0493,1,3303,4850,100,-0.24,0.06,0.69,0.04,-0.03,0.70,0.03,-0.02,0.69,0.03,-0.02, 8.6, 6.9,-5.8
1110,K03308.01,31.7787564,0.0002105,-0.0002105,1.491,0.057,-0.057, 7.8441,0.1514,-0.1514,2.64,0.15,-0.15,9.7289,0.3361,-0.3361,0.2083,0.004,-0.004,63.4872,5.0767,-5.0767,1,3308,5890,100,0.03,0.06,1.62,0.07,-0.07,1.14,0.08,-0.05,1.60,0.04,-0.04, 5.7, 1.3,-1.7
1111,K03308.02,5.32784157,4.29e-05,-4.29e-05,0.862,0.042,-0.042, 4.5299,0.1898,-0.1898,1.53,0.1,-0.1,5.3966,0.1864,-0.1864,0.0641,0.0012,-0.0012,670.5934,53.6237,-53.6237,1,3308,5890,100,0.03,0.06,1.62,0.07,-0.07,1.14,0.08,-0.05,1.60,0.04,-0.04, 5.7, 1.3,-1.7
1112,K03310.01,20.5512722,0.0001597,-0.0001597,1.265,0.066,-0.066, 4.0732,0.1656,-0.1656,1.22,0.08,-0.08,4.9925,0.1059,-0.1059,0.1472,0.0015,-0.0015,28.4921,2.4886,-2.4886,1,3310,5444,100,0.21,0.06,0.88,0.04,-0.04,0.95,0.03,-0.03,0.89,0.02,-0.02, 2.6, 3.0,-1.8
1113,K03313.01,34.9524256,0.0001243,-0.0001243,7468.979,2172.913,-2172.913,       ,      ,       ,6062.75,1775.75,-1775.75,5.3723,0.1836,-0.1836,0.1938,0.0026,-0.0026,6.2668,0.8611,-0.8611,0,3313,4688,110,0.11,0.09,0.74,0.02,-0.02,0.76,0.03,-0.03,0.74,0.03,-0.03, 9.2, 6.7,-6.1
1114,K03315.01,31.1748311,0.0002131,-0.0002131,1.31,0.061,-0.061, 3.7463,0.1634,-0.1634,1.38,0.08,-0.08,6.5694,0.1881,-0.1881,0.1825,0.0023,-0.0023,24.4268,2.1668,-2.1668,0,3315,5617,100,-0.41,0.06,0.96,0.04,-0.04,0.79,0.03,-0.03,0.96,0.02,-0.02,14.4, 3.1,-3.3
1115,K03330.01,16.2951259,0.0001917,-0.0001917,1.269,0.083,-0.083, 3.5475,0.3155,-0.3155,1.11,0.08,-0.08,4.271,0.1602,-0.1602,0.1173,0.0015,-0.0015,18.342,2.6274,-2.6274,1,3330,4718,110,0.07,0.09,0.80,0.03,-0.03,0.76,0.03,-0.03,0.75,0.03,-0.03,11.7, 5.5,-6.9
1116,K03346.01,14.42735088,9.101e-05,-9.101e-05,0.995,0.044,-0.044, 3.8376,0.1636,-0.1636,1.26,0.07,-0.07,5.5706,0.1662,-0.1662,0.1201,0.0016,-0.0016,101.7543,8.7741,-8.7741,1,3346,5946,100,-0.01,0.06,1.15,0.05,-0.04,1.04,0.04,-0.04,1.15,0.03,-0.03, 4.8, 1.9,-1.7
1117,K03358.01,10.10404351,1.043e-05,-1.043e-05,3.394,0.175,-0.175, 0.7558,0.0434,-0.0434,3.12,0.21,-0.21,3.8621,0.1172,-0.1172,0.089,0.0012,-0.0012,66.7366,6.026,-6.026,0,3358,5395,100,-0.08,0.06,0.84,0.04,-0.03,0.86,0.03,-0.04,0.83,0.02,-0.02, 5.5, 4.2,-3.3
1118,K03363.01,14.53260546,4.381e-05,-4.381e-05,1.684,0.067,-0.067, 2.3803,0.0687,-0.0687,2.17,0.12,-0.12,5.8819,0.1824,-0.1824,0.1168,0.0016,-0.0016,94.6836,8.5904,-8.5904,0,3363,5704,100,-0.06,0.06,1.18,0.05,-0.05,0.94,0.04,-0.04,1.17,0.03,-0.03, 9.9, 2.4,-2.2
1119,K03370.02,5.94228603,7.914e-05,-7.914e-05,1.416,0.143,-0.143, 2.0670,0.3605,-0.3605,1.09,0.12,-0.12,2.9593,0.0952,-0.0952,0.0604,0.0008,-0.0008,69.4032,9.2141,-9.2141,1,3370,4789,110,0.1,0.09,0.70,0.02,-0.02,0.76,0.03,-0.03,0.73,0.03,-0.03, 5.9, 6.9,-4.3
1120,K03384.02,19.9158863,0.0001205,-0.0001205,1.109,0.047,-0.047, 5.9653,0.1345,-0.1345,1.52,0.09,-0.09,6.6132,0.1784,-0.1784,0.1507,0.0019,-0.0019,76.3536,6.3043,-6.3043,1,3384,5956,100,0.05,0.06,1.25,0.05,-0.05,1.09,0.04,-0.04,1.24,0.03,-0.03, 4.9, 1.6,-1.4
1121,K03398.02,35.8007112,0.0003713,-0.0003713,1.877,0.068,-0.068, 7.9092,0.2025,-0.2025,3.09,0.16,-0.16,9.1036,0.247,-0.247,0.2358,0.0017,-0.0017,61.2042,6.183,-6.183,0,3398,6425,100,0.06,0.06,1.51,0.06,-0.06,1.31,0.03,-0.03,1.49,0.04,-0.04, 2.1, 0.4,-0.4
1122,K03403.01,39.818832,0.00031,-0.00031,1.296,0.055,-0.055,10.3646,0.1747,-0.1747,2.72,0.16,-0.16,12.3538,0.3251,-0.3251,0.2444,0.0023,-0.0023,59.2586,5.8305,-5.8305,1,3403,5756,100,0.1,0.06,1.91,0.08,-0.08,1.18,0.03,-0.03,1.90,0.05,-0.04, 5.7, 0.6,-0.6
1123,K03403.02,6.15828666,8.77e-05,-8.77e-05,0.701,0.036,-0.036, 6.0669,0.3351,-0.3351,1.46,0.1,-0.1,6.6726,0.1756,-0.1756,0.0713,0.0007,-0.0007,696.2756,68.5066,-68.5066,1,3403,5756,100,0.1,0.06,1.91,0.08,-0.08,1.18,0.03,-0.03,1.90,0.05,-0.04, 5.7, 0.6,-0.6
1124,K03412.01,16.7525077,9.82e-05,-9.82e-05,1.655,0.097,-0.097, 3.0327,0.1427,-0.1427,1.16,0.08,-0.08,3.8955,0.1091,-0.1091,0.1149,0.0015,-0.0015,12.1033,1.6874,-1.6874,1,3412,4510,110,-0.05,0.09,0.64,0.02,-0.02,0.67,0.03,-0.03,0.66,0.02,-0.02, 7.4, 7.3,-5.2
1125,K03425.01,20.034708,0.0001819,-0.0001819,1.039,0.041,-0.041, 6.2880,0.2044,-0.2044,2.33,0.13,-0.13,10.0459,0.3236,-0.3236,0.163,0.0028,-0.0028,197.9608,16.6625,-16.6625,1,3425,6146,100,0.03,0.06,2.06,0.08,-0.08,1.36,0.05,-0.10,2.03,0.06,-0.05, 2.8, 1.0,-0.3
1126,K03425.02,3.15722086,1.947e-05,-1.947e-05,0.654,0.029,-0.029, 3.6050,0.1395,-0.1395,1.47,0.09,-0.09,5.4597,0.1759,-0.1759,0.0482,0.0008,-0.0008,2269.0818,190.9907,-190.9907,1,3425,6146,100,0.03,0.06,2.06,0.08,-0.08,1.36,0.05,-0.10,2.03,0.06,-0.05, 2.8, 1.0,-0.3
1127,K03436.01,44.2018402,0.0003481,-0.0003481,1.394,0.085,-0.085, 4.7981,0.1927,-0.1927,1.19,0.09,-0.09,6.1409,0.2568,-0.2568,0.2351,0.0029,-0.0029,6.9142,0.9163,-0.9163,1,3436,5045,100,0.21,0.06,0.78,0.03,-0.03,0.85,0.03,-0.03,0.81,0.04,-0.03, 5.8, 6.4,-4.1
1128,K03438.01,14.5565618,0.0001222,-0.0001222,0.942,0.044,-0.044, 4.4924,0.1737,-0.1737,1.15,0.07,-0.07,5.4318,0.1552,-0.1552,0.1202,0.0016,-0.0016,102.1406,8.0936,-8.0936,1,3438,6054,100,-0.14,0.06,1.12,0.04,-0.04,1.03,0.04,-0.04,1.11,0.02,-0.02, 4.2, 1.9,-1.6
1129,K03439.01,41.7084063,0.0003158,-0.0003158,1.689,0.064,-0.064, 8.1805,0.1725,-0.1725,3.25,0.2,-0.2,11.5993,0.5028,-0.5028,0.2481,0.0035,-0.0035,57.6972,6.6173,-6.6173,0,3439,6046,100,-0.19,0.06,1.76,0.09,-0.08,1.12,0.05,-0.04,1.72,0.07,-0.07, 5.4, 0.9,-1.0
1130,K03469.01,60.532988,0.0004557,-0.0004557,1.986,0.084,-0.084, 6.7641,0.1627,-0.1627,2.87,0.17,-0.17,10.5951,0.3263,-0.3263,0.2979,0.0038,-0.0038,15.5756,1.5103,-1.5103,0,3469,5481,100,0.05,0.06,1.32,0.06,-0.06,0.93,0.04,-0.03,1.31,0.03,-0.03,13.4, 2.1,-2.1
1131,K03473.01,27.63714708,6.761e-05,-6.761e-05,2.47,0.118,-0.118, 1.6606,0.0661,-0.0661,1.96,0.12,-0.12,5.118,0.1862,-0.1862,0.171,0.0019,-0.0019,13.1976,1.6708,-1.6708,0,3473,5146,100,0.04,0.06,0.73,0.03,-0.03,0.83,0.03,-0.03,0.78,0.03,-0.03, 4.0, 5.5,-2.9
1132,K03478.01,33.4969115,0.0004098,-0.0004098,1.156,0.08,-0.08, 4.0931,0.2689,-0.2689,0.92,0.07,-0.07,5.306,0.1802,-0.1802,0.1893,0.0025,-0.0025,6.8925,0.9304,-0.9304,1,3478,4729,110,0.14,0.09,0.73,0.02,-0.02,0.77,0.03,-0.03,0.74,0.03,-0.02, 7.9, 7.0,-5.4
1133,K03500.01,73.7502765,0.0005225,-0.0005225,1.412,0.046,-0.046,12.8797,0.1520,-0.1520,3.2,0.17,-0.17,15.3042,0.4444,-0.4444,0.3907,0.0059,-0.0059,32.8247,2.9529,-2.9529,1,3500,6050,100,0.21,0.06,2.07,0.09,-0.09,1.42,0.04,-0.09,2.04,0.06,-0.06, 2.7, 0.9,-0.3
1134,K03663.01,282.5253558,0.0001219,-0.0001219,8.997,0.03,-0.03, 9.6987,0.0087,-0.0087,9.19,0.37,-0.37,12.4713,0.3427,-0.3427,0.8346,0.0104,-0.0104,1.2122,0.1074,-0.1074,1,3663,5729,100,-0.0,0.06,0.94,0.04,-0.04,0.97,0.03,-0.04,0.94,0.02,-0.02, 3.1, 2.8,-1.9
1135,K03678.01,160.88451966,8.794e-05,-8.794e-05,7.96,0.037,-0.037, 9.8519,0.0120,-0.0120,7.69,0.31,-0.31,9.8821,0.2008,-0.2008,0.5736,0.0058,-0.0058,1.9771,0.1675,-0.1675,1,3678,5501,100,0.18,0.06,0.88,0.04,-0.03,0.96,0.03,-0.03,0.89,0.02,-0.01, 2.4, 2.8,-1.6
1136,K03681.01,217.83184293,8.507e-05,-8.507e-05,8.772,0.006,-0.006,19.1532,0.0085,-0.0085,11.94,0.44,-0.44,13.9461,0.3165,-0.3165,0.7619,0.0074,-0.0074,3.6174,0.2928,-0.2928,1,3681,6247,100,0.17,0.06,1.25,0.05,-0.05,1.23,0.03,-0.04,1.24,0.02,-0.02, 1.2, 0.9,-0.7
1137,K03681.02,10.51421162,5.536e-05,-5.536e-05,0.857,0.034,-0.034, 3.7185,0.1188,-0.1188,1.17,0.06,-0.06,5.1293,0.1164,-0.1164,0.1031,0.001,-0.001,197.6815,15.999,-15.999,1,3681,6247,100,0.17,0.06,1.25,0.05,-0.05,1.23,0.03,-0.04,1.24,0.02,-0.02, 1.2, 0.9,-0.7
1138,K03683.01,214.3120439,0.0001427,-0.0001427,6.198,0.014,-0.014,15.0387,0.0153,-0.0153,10.44,0.39,-0.39,16.979,0.4002,-0.4002,0.7594,0.0061,-0.0061,5.7688,0.5158,-0.5158,1,3683,6321,100,-0.04,0.06,1.54,0.06,-0.06,1.26,0.03,-0.04,1.53,0.04,-0.03, 2.8, 0.5,-0.4
1139,K03689.01,5.24088367,2.276e-05,-2.276e-05,8.919,0.066,-0.066, 2.9000,0.0070,-0.0070,12.62,0.51,-0.51,4.3887,0.1289,-0.1289,0.0628,0.0008,-0.0008,488.1154,43.618,-43.618,1,3689,6002,100,0.03,0.06,1.30,0.05,-0.05,1.11,0.04,-0.05,1.29,0.03,-0.03, 4.7, 1.5,-1.3
1140,K03741.03,5.1117547,4.804e-05,-4.804e-05,1.52,0.087,-0.087, 2.6745,0.2064,-0.2064,2.58,0.18,-0.18,5.136,0.1423,-0.1423,0.0622,0.001,-0.001,856.813,62.7308,-62.7308,0,3741,6296,100,-0.36,0.06,1.56,0.06,-0.06,1.13,0.05,-0.06,1.54,0.03,-0.03, 4.3, 1.2,-1.0
1141,K03794.01,0.65355361,1.7e-07,-1.7e-07,106.531,54.767,-54.767,       ,      ,       ,82.25,42.08,-42.08,1.382,0.0403,-0.0403,0.0137,0.0002,-0.0002,892.6849,91.9415,-91.9415,0,3794,4454,70,0.07,0.09,0.70,0.03,-0.03,0.70,0.03,-0.03,0.69,0.02,-0.02, 9.7, 6.6,-6.5
